city,three_year_pct_growth,employee_growth,num_employees,industry,rank,revenue_2007,founded,state,link,revenue_2010,industry_rank,blurb,company_name
Emeryville,35,,35,Business Products & Services,3899,119800000.0,1988,CA,http://www.CartridgeWorld.com,161800000.0,363,"Refills and re-manufactures ink and toner printer cartridges for most major brands including HP, Canon, Brother, and Lexmark.  The company has 600 franchise locations in the United States and Canada as well as 1700 stores worldwide.",Cartridge World
Virginia,35,2,9,Consumer Products & Services,3897,1500000.0,1984,MN,http://www.HuskySpring.com,2000000.0,202,"Supplies replacement automotive suspension components (leaf springs, u-bolts, coil springs, and overload springs).",Husky Spring
Milford,35,22,180,Security,3898,42600000.0,1997,CT,http://www.PerimeterUSA.com,57600000.0,59,"Provides enterprise-level information security, protection, and compliance services including secure messaging, managed security, vulnerability management, and security consulting services.",Perimeter E-Security
Sun Valley,35,,14,Logistics & Transportation,3896,1900000.0,1996,CA,http://www.JPLogistics.net,2500000.0,100,"Provides nationwide transportation, global shipping, and long- and short-term storage of automobiles for owners of classic and exotic cars, car dealerships, specialty auto makers, and leasing companies.",JP Logistics
Brentwood,35,111,109,Business Products & Services,3895,96500000.0,2002,TN,http://www.vaco.com,130500000.0,362,"Procures and recruits employees for finance, accounting, technology, and administration.",Vaco
Irvine,35,,3100,Retail,3894,245900000.0,1984,CA,http://www.tillys.com,332600000.0,167,"A specialty retailer in the action sports industry that sells clothing, shoes, and accessories at more than 120 stores in 11 states. Tilly's filed for an IPO in July 2011.",Tilly's
Miami,39,10,45,Business Products & Services,3782,61900000.0,1992,FL,http://www.tiregroup.com,86100000.0,349,A wholesale distributor of tires and related products for companies worldwide.,Tire Group International
Augusta,35,48,150,Software,3892,10000000.0,1996,GA,http://www.ESi911.com,13500000.0,270,"Develops a Web-based emergency management communications system used by local, state, and federal government entities as well as nonprofits, health care institutions, and utilites. The system, which provides access to real-time information for a common operating picture during events or daily operations, was used to manage President Obama's inauguration.",ESi Acquisition
Pipersville,35,7,18,Consumer Products & Services,3891,1600000.0,2004,PA,http://www.DearGarden.com,2100000.0,201,"Designs, builds, and maintain high end, large scale gardens with a focus on long-term client relationships.",Dear Garden Associates
Cincinnati,39,,383,Business Products & Services,3777,120000000.0,1908,OH,http://www.dinslaw.com/,167000000.0,347,"Provides legal representation to public and private companies and charitable organizations, including health care providers, local and state governments, financial institutions, real estate developers, franchisors, distributors, and pharmaceutical companies. Revenue data were obtained from The American Lawyers Am Law 200, published in the May and June issues of 2008 and 2011.",Dinsmore & Shohl
Detroit,39,253,1100,IT Services,3778,147800000.0,1990,MI,http://www.strategicstaff.com,205600000.0,492,"Provides consulting and staff augmentation, vendor management programs, and executive search services to a variety of industries including retail, health care and telecommunications.",Strategic Staffing Solutions
Bohemia,35,8,15,Business Products & Services,3890,4500000.0,2001,NY,http://www.TrinitySourcing.com/home.html,6100000.0,361,"Distributes both custom and standard aviation fasteners and expendables, aircraft spares, semiconductors, and connecting products and cable harnesses to customers in aerospace and defense.",Trinity Technologies
Provo,35,65,100,Retail,3889,6400000.0,2004,UT,http://www.DishOne.net,8700000.0,166,A satellite retailer for DirecTV and Dish Network.,Dish One Satellite
Getzville,36,,73,Energy,3882,38300000.0,1980,NY,http://www.usenergydevcorp.com,51900000.0,78,Drills and produces oil in the U.S. and Canada.,U.S. Energy Development
Cleveland,36,18,120,Health,3885,9400000.0,1997,OH,http://www.1-888-ohiocomp.com,12700000.0,349,"Provides medical management services, specializing in worker's compensation, to more than 33,000 employers and their employees throughout Ohio.",1-888-OhioComp
Philadelphia,36,850,2500,IT Services,3884,45800000.0,2001,PA,http://www.AppLabs.com,62100000.0,503,"Provides software testing services. The company offers a combination of consulting, outsourcing, offshore and specialist services across all types of software testing and quality management projects.",AppLabs
Los Angeles,36,2648,482,Financial Services,3886,56200000.0,1998,CA,http://www.opiglobal.com,76100000.0,179,"Assists clients with finance, accounting, and tax business process outsourcing, as well as related services.",Outsource Partners International
North Andover,35,3,13,Financial Services,3888,2700000.0,1995,MA,http://www.neinv.com,3700000.0,180,"Offers financial planning services to individuals as well as small and mid-sized businesses. The firm provides wealth management, investment advisory, and group planning services.",New England Investment and Retirement Group
Alpharetta,36,,153,Government Services,3883,17000000.0,1985,GA,http://www.TeleInc.com,23100000.0,276,"Provides integrated logistics support, systems engineering, program management, software engineering, field engineering, and more for a number of Navy programs and the Department of Defense. Tele-Consultants also offers special expertise in Navy satellite communication technologies.",Tele-Consultants
Chicago,32,,75,IT Services,4000,37900000.0,1997,IL,http://www.burwood.com,50000000.0,518,"Provides technology consulting services specializing in IT management and infrastructure for clients in education, financial services, law, health care, and retail.",Burwood Group
Nashville,32,,20100,Health,3999,2600000000.0,1997,TN,http://www.VanguardHealth.com,3400000000.0,362,"Operates hospitals and other medical facilities. Vanguard Health offers contracting and finance services as well as purchasing, human resources and community relations. The company went public in April 2011.",Vanguard Health Systems
South Burlington,36,13,25,Computer Hardware,3880,8100000.0,2003,VT,http://www.logicsupply.com,11100000.0,31,"Manufactures, sells, and services small form factor systems used in the motherboards of desktop computers, electronics products, mobile devices, and industrial applications.",Logic Supply
Plano,32,,156,Telecommunications,3998,74000000.0,2000,TX,http://www.Masergy.com,97500000.0,122,"Provides network and software services to enterprises with complex needs across multiple locations. Masergy's integrated network allows its customers to deploy and manage IT applications such as video, voice and data. The company was purchased by ABRY Partners in August 2011.",Masergy Communications
Mentor,36,5,17,Consumer Products & Services,3881,10100000.0,2004,OH,http://www.guardiantechnologies.com,13700000.0,200,Develops and sells air and surface sanitizers. Guardian Technologies distributes HEPA and UV-C air purifiers and surface sanitizing products for the consumer retail market.,Guardian Technologies
West Columbia,35,9,25,Environmental Services,3893,4400000.0,2001,SC,http://www.southeasternequipment.net,5900000.0,59,"Sells and services professional floor cleaning equipment and supplies, both new and refurbished.",Southeastern Equipment and Supply
Carlsbad,32,3,9,Manufacturing,3995,2800000.0,2001,CA,http://www.peekpackaging.com,3700000.0,155,"Designs and supplies custom, environmentally-friendly packaging for consumer products spanning a range of markets.",Peek Packaging
Burnsville,32,575,1599,Business Products & Services,3996,30800000.0,1981,MN,http://www.the-connection.com,40600000.0,377,"Outsources customer service centers and call centers with a U.S.-based workforce. The Connection provides tech support, sales services, and email support for customers in all market sectors.",The Connection
Chicago,32,111,172,Energy,3994,170500000.0,2002,IL,http://www.bluestarenergy.com,224800000.0,80,"Sells and distributes electricity to residential consumers, industrial facilities, and commercial entities. BlueStar Energy Solutions is an independent supplier offering renewable energy and supply choices to customers.",BlueStar Energy Solutions
Bethesda,32,9,100,Health,3993,11400000.0,2000,MD,http://www.getwellnetwork.com,15000000.0,361,"Provides a comprehensive service to hospital patient education and entertainment by turning an in-room television monitor into an interactive experience for patients and families, caregivers and administrators.",GetWellNetwork
Chicago,32,41,470,Human Resources,3990,56100000.0,1999,IL,http://www.AddisonSearch.com,74100000.0,119,"Provides contract, contract-to-hire, and direct hire staffing in the finance and accounting, IT, operations, administrative, and health care fields.",Addison Search
